graph_id,sheet_id,status,reason,n_rooms,n_doors,integrity_passed
APT_FP_ff2ba47f_17446927_u1,APT_FP_ff2ba47f_17446927,ok,,4,3,True
APT_FP_f0d19ac4_17446927_u0,APT_FP_f0d19ac4_17446927,ok,,19,12,True
APT_FP_d61c8bcc_17446927_u0,APT_FP_d61c8bcc_17446927,ok,,4,3,True
APT_FP_d61c8bcc_17446927_u1,APT_FP_d61c8bcc_17446927,ok,,3,2,True
APT_FP_d61c8bcc_17446927_u2,APT_FP_d61c8bcc_17446927,ok,,4,3,True
APT_FP_d61c8bcc_17446927_u3,APT_FP_d61c8bcc_17446927,ok,,3,2,True
APT_FP_e9ee4e5e_17446927_u0,APT_FP_e9ee4e5e_17446927,ok,,13,10,True
APT_FP_e9ee4e5e_17446927_u1,APT_FP_e9ee4e5e_17446927,ok,,3,2,True
APT_FP_e9ee4e5e_17446927_u2,APT_FP_e9ee4e5e_17446927,ok,,12,8,True
APT_FP_e9ee4e5e_17446927_u3,APT_FP_e9ee4e5e_17446927,ok,,3,2,True
APT_FP_bd8a39c7_17446927_u0,APT_FP_bd8a39c7_17446927,ok,,4,3,True
APT_FP_bd8a39c7_17446927_u1,APT_FP_bd8a39c7_17446927,ok,,2,1,True
APT_FP_bd8a39c7_17446927_u2,APT_FP_bd8a39c7_17446927,ok,,3,2,True
APT_FP_bd8a39c7_17446927_u3,APT_FP_bd8a39c7_17446927,ok,,8,6,True
APT_FP_4a36efae_17446927_u0,APT_FP_4a36efae_17446927,ok,,3,2,True
APT_FP_4a36efae_17446927_u1,APT_FP_4a36efae_17446927,ok,,2,1,True
APT_FP_4a36efae_17446927_u2,APT_FP_4a36efae_17446927,ok,,4,3,True
APT_FP_4a36efae_17446927_u3,APT_FP_4a36efae_17446927,ok,,3,2,True
APT_FP_a1059da8_17434935_u0,APT_FP_a1059da8_17434935,ok,,10,7,True
APT_FP_093c501d_17446927_u0,APT_FP_093c501d_17446927,ok,,5,2,True
APT_FP_093c501d_17446927_u1,APT_FP_093c501d_17446927,ok,,2,1,True
APT_FP_ab044db7_17441963_u0,APT_FP_ab044db7_17441963,ok,,4,2,True
APT_FP_fe2b0d43_17446927_u0,APT_FP_fe2b0d43_17446927,ok,,8,6,True
APT_FP_4ae2288d_17446927_u0,APT_FP_4ae2288d_17446927,ok,,2,1,True
APT_FP_4ae2288d_17446927_u1,APT_FP_4ae2288d_17446927,ok,,2,1,True
APT_FP_4ae2288d_17446927_u2,APT_FP_4ae2288d_17446927,ok,,2,1,True
APT_FP_4ae2288d_17446927_u3,APT_FP_4ae2288d_17446927,ok,,19,12,True
APT_FP_fa45ca42_17434935_u0,APT_FP_fa45ca42_17434935,ok,,2,1,True
