graph_id,sheet_id,reason,n_rooms,program
DEH_FP_a7790395_17441963_u0,DEH_FP_a7790395_17441963,missing_essential:주방,7,드레스룸:1;화장실:2;기타:1;거실:1;현관:1;침실:1
DEH_FP_c4ca4623_17441963_u0,DEH_FP_c4ca4623_17441963,missing_essential:침실,6,화장실:1;거실:1;현관:1;다목적공간:1;주방:1;기타:1
,DEH_FP_92edad83_17442034,no_unit_with_entrance,9,
DEH_FP_1cadbf79_17442034_u0,DEH_FP_1cadbf79_17442034,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
DEH_FP_6af3a372_17442034_u0,DEH_FP_6af3a372_17442034,"missing_essential:거실,침실,주방,화장실",3,현관:2;기타:1
,DEH_FP_399c3443_17442034,no_unit_with_entrance,5,
,DEH_FP_c319a820_17442034,no_unit_with_entrance,13,
DEH_FP_11f7cad0_17442034_u0,DEH_FP_11f7cad0_17442034,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
DEH_FP_54b14f75_17442034_u0,DEH_FP_54b14f75_17442034,missing_essential:주방,4,거실:1;화장실:1;침실:1;현관:1
DEH_FP_e5d28771_17442034_u0,DEH_FP_e5d28771_17442034,missing_essential:주방,6,화장실:2;거실:1;기타:1;현관:1;침실:1
DEH_FP_b077eb74_17445033_u1,DEH_FP_b077eb74_17445033,"missing_essential:거실,주방,화장실",2,침실:1;현관:1
DEH_FP_7dda2268_17441963_u0,DEH_FP_7dda2268_17441963,missing_essential:주방,6,현관:1;화장실:1;기타:2;침실:1;거실:1
,DEH_FP_bedc7c61_17441963,no_unit_with_entrance,18,
,DEH_FP_0660be67_17442034,no_unit_with_entrance,23,
DEH_FP_1e967534_17442034_u0,DEH_FP_1e967534_17442034,missing_essential:주방,11,기타:2;침실:3;발코니:2;화장실:2;거실:1;현관:1
DEH_FP_453c7b6e_17445033_u0,DEH_FP_453c7b6e_17445033,missing_essential:침실,7,화장실:1;주방:3;기타:1;현관:1;거실:1
DEH_FP_f4e731a4_17441963_u0,DEH_FP_f4e731a4_17441963,missing_essential:주방,9,현관:1;침실:1;화장실:2;기타:3;드레스룸:1;거실:1
,DEH_FP_f831f3f8_17442034,no_unit_with_entrance,19,
,DEH_FP_044e5324_17442034,no_unit_with_entrance,19,
DEH_FP_c79d13ec_17441963_u0,DEH_FP_c79d13ec_17441963,missing_essential:침실,7,화장실:1;기타:2;다목적공간:1;거실:1;주방:1;현관:1
,DEH_FP_feab84cd_17441963,no_unit_with_entrance,10,
,DEH_FP_11aa291e_17442034,no_unit_with_entrance,18,
DEH_FP_eb65dec8_17445033_u0,DEH_FP_eb65dec8_17445033,"missing_essential:거실,침실,주방,화장실",5,다목적공간:1;기타:3;현관:1
DEH_FP_750da664_17441963_u0,DEH_FP_750da664_17441963,missing_essential:주방,7,화장실:3;현관:1;기타:1;침실:1;거실:1
,DEH_FP_32825bec_17442034,no_unit_with_entrance,11,
,DEH_FP_a56fc966_17441963,no_unit_with_entrance,7,
,DEH_FP_53e2ff4a_17442034,no_unit_with_entrance,20,
DEH_FP_989521d3_17442034_u0,DEH_FP_989521d3_17442034,missing_essential:주방,6,화장실:1;침실:1;발코니:2;현관:1;거실:1
DEH_FP_f1c9a88f_17445033_u0,DEH_FP_f1c9a88f_17445033,"missing_essential:거실,침실,주방,화장실",5,현관:1;기타:3;다목적공간:1
,DEH_FP_5b2a88dc_17442034,no_unit_with_entrance,5,
DEH_FP_8df79e07_17441963_u0,DEH_FP_8df79e07_17441963,missing_essential:주방,6,드레스룸:1;거실:1;침실:1;현관:1;화장실:2
DEH_FP_54daafa0_17442034_u0,DEH_FP_54daafa0_17442034,missing_essential:주방,11,발코니:3;침실:3;화장실:2;기타:1;현관:1;거실:1
,DEH_FP_5955766f_17442034,no_unit_with_entrance,4,
,DEH_FP_43ee818e_17442034,no_unit_with_entrance,9,
DEH_FP_526b23ad_17442034_u0,DEH_FP_526b23ad_17442034,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
DEH_FP_daaac2cb_17442034_u0,DEH_FP_daaac2cb_17442034,missing_essential:주방,11,다목적공간:1;거실:1;침실:3;현관:2;드레스룸:3;화장실:1
,ROW_FP_ad735749_17442034,no_unit_with_entrance,11,
,ROW_FP_506e181d_17442034,no_unit_with_entrance,6,
ROW_FP_0571dc51_17442034_u0,ROW_FP_0571dc51_17442034,"missing_essential:거실,주방,화장실",2,침실:1;현관:1
ROW_FP_0571dc51_17442034_u1,ROW_FP_0571dc51_17442034,"missing_essential:거실,주방,화장실",2,침실:1;현관:1
,ROW_FP_c7d4affa_17442034,no_unit_with_entrance,17,
ROW_FP_7154809c_17441977_u0,ROW_FP_7154809c_17441977,missing_essential:거실,7,기타:2;현관:2;주방:1;화장실:1;침실:1
,ROW_FP_a25dd6b7_17442034,no_unit_with_entrance,21,
ROW_FP_37aec9b1_17442034_u0,ROW_FP_37aec9b1_17442034,missing_essential:주방,9,다목적공간:1;실외기실:1;현관:1;발코니:2;침실:2;거실:1;화장실:1
,ROW_FP_e85cab2f_17441963,no_unit_with_entrance,5,
,ROW_FP_3e1bc8c4_17442034,no_unit_with_entrance,19,
,ROW_FP_a81826fd_17442034,no_unit_with_entrance,13,
,ROW_FP_aaed230f_17441963,no_unit_with_entrance,12,
,ROW_FP_4f585137_17442034,no_unit_with_entrance,19,
,ROW_FP_00dc2fc3_17442034,no_unit_with_entrance,17,
,ROW_FP_a6c5723f_17442034,no_unit_with_entrance,19,
,ROW_FP_c79e0275_17441963,no_unit_with_entrance,11,
,ROW_FP_622e69e7_17442034,no_unit_with_entrance,6,
ROW_FP_7566d032_17441963_u1,ROW_FP_7566d032_17441963,missing_essential:주방,6,거실:1;기타:2;화장실:1;현관:1;침실:1
,ROW_FP_d7a0e38d_17442034,no_unit_with_entrance,22,
ROW_FP_0617e779_17441963_u0,ROW_FP_0617e779_17441963,"missing_essential:거실,침실,주방,화장실",7,기타:6;현관:1
,ROW_FP_2bad3280_17442034,no_unit_with_entrance,6,
ROW_FP_c2a34a1a_17442034_u0,ROW_FP_c2a34a1a_17442034,missing_essential:거실,32,발코니:8;주방:4;침실:8;화장실:4;기타:4;현관:4
ROW_FP_5309996a_17441963_u0,ROW_FP_5309996a_17441963,missing_essential:주방,7,거실:1;화장실:2;현관:1;침실:2;기타:1
,ROW_FP_3620c83d_17442034,no_unit_with_entrance,10,
,ROW_FP_82727655_17441963,no_unit_with_entrance,2,
,ROW_FP_1a7dd27e_17442034,no_unit_with_entrance,7,
ROW_FP_e9c2cd70_17442034_u0,ROW_FP_e9c2cd70_17442034,"missing_essential:거실,주방",5,기타:1;화장실:1;현관:1;발코니:1;침실:1
ROW_FP_def4bd45_17441963_u0,ROW_FP_def4bd45_17441963,missing_essential:거실,5,기타:1;침실:1;화장실:1;주방:1;현관:1
ROW_FP_09731f47_17441963_u0,ROW_FP_09731f47_17441963,"missing_essential:거실,침실,주방",4,기타:2;화장실:1;현관:1
,ROW_FP_0d69b849_17441963,no_unit_with_entrance,12,
ROW_FP_0022e931_17442034_u0,ROW_FP_0022e931_17442034,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
,ROW_FP_4de88988_17441963,no_unit_with_entrance,17,
,ROW_FP_184bc946_17442034,no_unit_with_entrance,18,
,ROW_FP_81f75915_17441963,no_unit_with_entrance,8,
,ROW_FP_9a51fd70_17441963,no_unit_with_entrance,6,
,ROW_FP_b458edbb_17442034,no_unit_with_entrance,9,
ROW_FP_fbc92ba9_17441963_u0,ROW_FP_fbc92ba9_17441963,missing_essential:침실,6,화장실:1;다목적공간:1;현관:1;거실:1;기타:1;주방:1
,ROW_FP_eb6058f5_17442034,no_unit_with_entrance,19,
ROW_FP_81c220c4_17442034_u0,ROW_FP_81c220c4_17442034,missing_essential:주방,7,다목적공간:1;침실:2;기타:1;화장실:1;거실:1;현관:1
ROW_FP_8fe97eb1_17441977_u0,ROW_FP_8fe97eb1_17441977,"missing_essential:거실,주방",5,현관:1;드레스룸:1;화장실:1;침실:1;발코니:1
,ROW_FP_e588965e_17442034,no_unit_with_entrance,6,
,ROW_FP_9c271451_17442034,no_unit_with_entrance,12,
,ROW_FP_8a0ba874_17441963,no_unit_with_entrance,8,
,ROW_FP_a0c558dc_17441963,no_unit_with_entrance,8,
,ROW_FP_4ec2e5e0_17441963,no_unit_with_entrance,4,
,ROW_FP_bf5f4a07_17442034,no_unit_with_entrance,5,
,ROW_FP_7d0c4058_17442034,no_unit_with_entrance,6,
,ROW_FP_648e2633_17441963,no_unit_with_entrance,14,
,ROW_FP_2ca50d61_17442034,no_unit_with_entrance,12,
,ROW_FP_69cb9cd8_17442034,no_unit_with_entrance,20,
,ROW_FP_37c35733_17441963,no_unit_with_entrance,23,
,ROW_FP_496557df_17441963,no_unit_with_entrance,21,
,ROW_FP_0922ea88_17442034,no_unit_with_entrance,14,
ROW_FP_99848b96_17442034_u0,ROW_FP_99848b96_17442034,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
APT_FP_66e0209b_17434935_u0,APT_FP_66e0209b_17434935,"missing_essential:거실,침실,주방",2,현관:1;화장실:1
APT_FP_01b0ac40_17446941_u1,APT_FP_01b0ac40_17446941,missing_essential:주방,14,기타:2;실외기실:1;현관:1;다목적공간:1;침실:4;화장실:2;발코니:1;드레스룸:1;거실:1
,APT_FP_dc34cc79_17446927,no_unit_with_entrance,42,
,APT_FP_fdee9c2a_17441963,no_unit_with_entrance,19,
APT_FP_d188ad01_17446941_u1,APT_FP_d188ad01_17446941,missing_essential:주방,12,침실:3;현관:1;실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1
,APT_FP_7adbf473_17434935,no_unit_with_entrance,16,
,APT_FP_502944c2_17441963,no_unit_with_entrance,15,
APT_FP_3aa4028c_17434935_u0,APT_FP_3aa4028c_17434935,"missing_essential:거실,침실",6,주방:1;기타:2;발코니:1;현관:1;화장실:1
APT_FP_6a6919b8_17446941_u2,APT_FP_6a6919b8_17446941,missing_essential:주방,12,기타:2;침실:3;현관:1;실외기실:1;거실:1;발코니:1;화장실:2;드레스룸:1
,APT_FP_bfd26584_17446941,no_unit_with_entrance,17,
,APT_FP_bdf6e91a_17434935,no_unit_with_entrance,18,
APT_FP_ec8abbfc_17434935_u0,APT_FP_ec8abbfc_17434935,"missing_essential:거실,침실",6,화장실:1;기타:2;현관:1;발코니:1;주방:1
APT_FP_6c4c585e_17446927_u1,APT_FP_6c4c585e_17446927,"missing_essential:거실,침실,주방,화장실",3,현관:1;기타:2
APT_FP_280e858f_17446927_u2,APT_FP_280e858f_17446927,missing_essential:주방,10,거실:1;침실:3;화장실:2;발코니:1;현관:1;드레스룸:1;실외기실:1
,APT_FP_085bb706_17434935,no_unit_with_entrance,25,
APT_FP_c01298c8_17441963_u0,APT_FP_c01298c8_17441963,missing_essential:주방,13,침실:3;현관:1;화장실:2;기타:1;발코니:4;거실:1;드레스룸:1
,APT_FP_1bd4ea42_17446927,no_unit_with_entrance,41,
APT_FP_8d3e4eed_17441963_u0,APT_FP_8d3e4eed_17441963,missing_essential:주방,14,거실:1;발코니:3;침실:5;다목적공간:1;화장실:2;드레스룸:1;현관:1
APT_FP_92be7140_17446927_u1,APT_FP_92be7140_17446927,missing_essential:주방,14,기타:2;실외기실:1;현관:1;다목적공간:1;침실:4;화장실:2;발코니:1;드레스룸:1;거실:1
APT_FP_9d8f772a_17446927_u2,APT_FP_9d8f772a_17446927,missing_essential:주방,12,현관:1;실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3
APT_FP_d2f22d7a_17434935_u3,APT_FP_d2f22d7a_17434935,missing_essential:주방,14,기타:1;발코니:3;화장실:2;드레스룸:2;거실:1;침실:3;실외기실:1;현관:1
,APT_FP_23099a2a_17441963,no_unit_with_entrance,16,
APT_FP_c910f47f_17446927_u1,APT_FP_c910f47f_17446927,missing_essential:주방,14,침실:4;화장실:2;기타:2;발코니:1;드레스룸:1;거실:1;다목적공간:1;현관:1;실외기실:1
APT_FP_78d6d63a_17434935_u0,APT_FP_78d6d63a_17434935,missing_essential:주방,8,화장실:1;침실:2;현관:1;발코니:1;기타:2;거실:1
APT_FP_284bfb30_17446927_u0,APT_FP_284bfb30_17446927,missing_essential:주방,10,침실:3;드레스룸:1;실외기실:1;거실:1;화장실:2;현관:1;발코니:1
,APT_FP_9004bce1_17434935,no_unit_with_entrance,17,
APT_FP_a72fd5e6_17434935_u0,APT_FP_a72fd5e6_17434935,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_4c1161a2_17441963_u0,APT_FP_4c1161a2_17441963,"missing_essential:거실,주방",7,발코니:2;화장실:1;현관:1;기타:1;침실:2
,APT_FP_0500ff80_17434935,no_unit_with_entrance,19,
APT_FP_d0b77d63_17446927_u0,APT_FP_d0b77d63_17446927,missing_essential:주방,13,현관:1;드레스룸:1;거실:1;침실:3;실외기실:1;기타:3;화장실:2;발코니:1
APT_FP_d0b77d63_17446927_u1,APT_FP_d0b77d63_17446927,missing_essential:주방,14,실외기실:1;기타:4;화장실:2;침실:3;현관:1;거실:1;발코니:1;드레스룸:1
APT_FP_0df20c01_17434935_u0,APT_FP_0df20c01_17434935,missing_essential:주방,15,침실:4;기타:5;발코니:2;거실:1;화장실:2;현관:1
APT_FP_91e67abe_17434935_u0,APT_FP_91e67abe_17434935,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_2e2db900_17434935_u0,APT_FP_2e2db900_17434935,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
,APT_FP_4be16eff_17434935,no_unit_with_entrance,11,
APT_FP_b6c90fa2_17446927_u0,APT_FP_b6c90fa2_17446927,missing_essential:주방,18,침실:4;드레스룸:2;발코니:5;거실:1;현관:1;화장실:3;기타:1;실외기실:1
APT_FP_b6c90fa2_17446927_u1,APT_FP_b6c90fa2_17446927,missing_essential:주방,14,기타:4;거실:1;드레스룸:1;현관:1;침실:2;화장실:2;발코니:2;실외기실:1
APT_FP_04a94cad_17446941_u0,APT_FP_04a94cad_17446941,missing_essential:주방,14,침실:4;기타:3;현관:1;거실:1;드레스룸:2;화장실:2;다목적공간:1
,APT_FP_a28197a1_17434935,no_unit_with_entrance,17,
APT_FP_d36b6f3f_17446941_u1,APT_FP_d36b6f3f_17446941,missing_essential:주방,12,실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1
,APT_FP_e65effdc_17434935,no_unit_with_entrance,22,
APT_FP_5cdc3ba3_17446927_u0,APT_FP_5cdc3ba3_17446927,missing_essential:주방,13,기타:4;침실:3;화장실:2;현관:1;발코니:1;드레스룸:1;거실:1
APT_FP_8c3276d5_17446927_u1,APT_FP_8c3276d5_17446927,missing_essential:주방,12,화장실:2;발코니:1;드레스룸:1;침실:3;기타:2;거실:1;실외기실:1;현관:1
APT_FP_8c3276d5_17446927_u2,APT_FP_8c3276d5_17446927,missing_essential:주방,10,거실:1;드레스룸:1;실외기실:1;현관:1;화장실:2;침실:3;발코니:1
APT_FP_c77e9c22_17434935_u0,APT_FP_c77e9c22_17434935,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_914a1388_17446927_u2,APT_FP_914a1388_17446927,missing_essential:주방,12,기타:2;침실:3;드레스룸:1;거실:1;실외기실:1;화장실:2;발코니:1;현관:1
,APT_FP_11806a79_17434935,no_unit_with_entrance,16,
APT_FP_f61bed49_17441963_u0,APT_FP_f61bed49_17441963,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_73ae249b_17446927_u0,APT_FP_73ae249b_17446927,"missing_essential:거실,침실,주방,화장실",3,기타:2;현관:1
APT_FP_3523835f_17438443_u0,APT_FP_3523835f_17438443,missing_essential:주방,11,침실:3;실외기실:1;현관:1;드레스룸:2;화장실:2;거실:1;기타:1
APT_FP_a6fb7291_17446927_u2,APT_FP_a6fb7291_17446927,missing_essential:주방,12,기타:2;거실:1;실외기실:1;침실:3;드레스룸:1;화장실:2;발코니:1;현관:1
,APT_FP_6acdf5cd_17441963,no_unit_with_entrance,13,
APT_FP_7234d3a5_17434935_u0,APT_FP_7234d3a5_17434935,missing_essential:주방,18,현관:1;기타:4;화장실:3;드레스룸:2;침실:4;거실:1;발코니:2;실외기실:1
,APT_FP_425052eb_17446927,no_unit_with_entrance,18,
,APT_FP_1fcc7bae_17441963,no_unit_with_entrance,23,
APT_FP_e61623cf_17434935_u0,APT_FP_e61623cf_17434935,missing_essential:주방,9,화장실:2;기타:1;거실:1;현관:1;침실:3;발코니:1
,APT_FP_836412c7_17434935,no_unit_with_entrance,15,
APT_FP_44bb3970_17434935_u0,APT_FP_44bb3970_17434935,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
APT_FP_636af310_17441963_u0,APT_FP_636af310_17441963,"missing_essential:거실,주방",6,침실:2;기타:2;현관:1;화장실:1
APT_FP_7c8ad583_17446927_u1,APT_FP_7c8ad583_17446927,missing_essential:주방,12,기타:2;침실:3;현관:1;화장실:2;실외기실:1;거실:1;발코니:1;드레스룸:1
APT_FP_f9a2b995_17434935_u0,APT_FP_f9a2b995_17434935,missing_essential:주방,11,화장실:2;발코니:2;침실:2;기타:2;현관:1;드레스룸:1;거실:1
APT_FP_d5cd5831_17446927_u2,APT_FP_d5cd5831_17446927,missing_essential:주방,12,침실:3;현관:1;화장실:2;발코니:1;기타:2;거실:1;실외기실:1;드레스룸:1
APT_FP_d14d19e9_17446927_u0,APT_FP_d14d19e9_17446927,missing_essential:주방,14,기타:2;실외기실:1;현관:1;다목적공간:1;침실:4;화장실:2;발코니:1;드레스룸:1;거실:1
,APT_FP_49e98a56_17434935,no_unit_with_entrance,17,
,APT_FP_e5e29a43_17441963,no_unit_with_entrance,18,
APT_FP_dcf6467a_17434935_u0,APT_FP_dcf6467a_17434935,missing_essential:주방,12,드레스룸:2;화장실:2;침실:3;발코니:1;거실:1;기타:2;현관:1
APT_FP_c87aa945_17434935_u0,APT_FP_c87aa945_17434935,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_7b069f44_17438443_u0,APT_FP_7b069f44_17438443,missing_essential:주방,11,실외기실:1;침실:3;화장실:3;거실:1;기타:2;현관:1
APT_FP_7f77ade6_17446927_u1,APT_FP_7f77ade6_17446927,missing_essential:주방,10,드레스룸:1;실외기실:1;거실:1;화장실:2;침실:3;현관:1;발코니:1
APT_FP_e926b283_17438514_u0,APT_FP_e926b283_17438514,missing_essential:주방,10,발코니:2;침실:3;거실:1;실외기실:1;기타:1;화장실:1;현관:1
APT_FP_cceac8ae_17446927_u0,APT_FP_cceac8ae_17446927,missing_essential:주방,10,드레스룸:1;실외기실:1;현관:1;발코니:1;거실:1;화장실:2;침실:3
APT_FP_40f4e1e2_17446927_u1,APT_FP_40f4e1e2_17446927,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
APT_FP_78cb3f10_17434935_u0,APT_FP_78cb3f10_17434935,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_16288831_17446927_u2,APT_FP_16288831_17446927,missing_essential:주방,12,실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1
APT_FP_360664f9_17434935_u0,APT_FP_360664f9_17434935,missing_essential:주방,14,침실:3;기타:5;화장실:2;현관:1;드레스룸:1;발코니:1;거실:1
,APT_FP_06bbe9da_17441963,no_unit_with_entrance,19,
APT_FP_43f71f7c_17434935_u0,APT_FP_43f71f7c_17434935,missing_essential:주방,15,기타:2;화장실:2;침실:3;발코니:2;거실:2;드레스룸:2;현관:1;실외기실:1
APT_FP_d65f79dd_17446927_u0,APT_FP_d65f79dd_17446927,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_557d449b_17446927_u0,APT_FP_557d449b_17446927,missing_essential:주방,10,실외기실:1;거실:1;화장실:2;침실:3;현관:1;발코니:1;드레스룸:1
APT_FP_b811234b_17446941_u0,APT_FP_b811234b_17446941,"missing_essential:거실,침실,화장실",4,주방:1;발코니:1;기타:1;현관:1
,APT_FP_6e640c33_17441963,no_unit_with_entrance,20,
APT_FP_97808394_17446927_u1,APT_FP_97808394_17446927,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_58144a16_17434935_u0,APT_FP_58144a16_17434935,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
,APT_FP_a6d7dab3_17441963,no_unit_with_entrance,21,
APT_FP_4b0ee56a_17441963_u0,APT_FP_4b0ee56a_17441963,missing_essential:주방,11,현관:1;화장실:2;발코니:3;드레스룸:1;침실:3;거실:1
,APT_FP_4f7683b8_17441963,no_unit_with_entrance,13,
APT_FP_16cb6a6b_17446927_u1,APT_FP_16cb6a6b_17446927,missing_essential:주방,12,기타:2;침실:3;현관:1;실외기실:1;거실:1;발코니:1;화장실:2;드레스룸:1
APT_FP_16cb6a6b_17446927_u2,APT_FP_16cb6a6b_17446927,missing_essential:주방,12,실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1
APT_FP_ea14da99_17434935_u0,APT_FP_ea14da99_17434935,missing_essential:주방,11,현관:1;침실:4;드레스룸:1;거실:1;실외기실:1;화장실:2;발코니:1
APT_FP_a4179086_17441963_u0,APT_FP_a4179086_17441963,"missing_essential:거실,침실,주방,화장실",3,기타:1;다목적공간:1;현관:1
APT_FP_3c05ee23_17446927_u2,APT_FP_3c05ee23_17446927,missing_essential:주방,10,침실:3;드레스룸:1;실외기실:1;현관:1;발코니:1;화장실:2;거실:1
APT_FP_cdbb90e0_17446927_u0,APT_FP_cdbb90e0_17446927,missing_essential:주방,10,현관:1;드레스룸:1;실외기실:1;거실:1;침실:3;화장실:2;발코니:1
APT_FP_cdbb90e0_17446927_u2,APT_FP_cdbb90e0_17446927,missing_essential:주방,10,드레스룸:1;실외기실:1;거실:1;화장실:2;침실:3;현관:1;발코니:1
APT_FP_cdbb90e0_17446927_u3,APT_FP_cdbb90e0_17446927,missing_essential:주방,12,기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1;실외기실:1;거실:1
APT_FP_cf65c6ed_17446927_u0,APT_FP_cf65c6ed_17446927,missing_essential:주방,10,화장실:2;침실:3;현관:1;드레스룸:1;발코니:1;거실:1;실외기실:1
APT_FP_ca76e402_17446927_u1,APT_FP_ca76e402_17446927,missing_essential:주방,10,화장실:2;드레스룸:1;실외기실:1;침실:3;거실:1;현관:1;발코니:1
,APT_FP_72917af5_17441963,no_unit_with_entrance,19,
APT_FP_57282422_17434935_u0,APT_FP_57282422_17434935,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
APT_FP_1ec9fd88_17441963_u0,APT_FP_1ec9fd88_17441963,missing_essential:주방,11,거실:1;침실:3;실외기실:1;발코니:1;화장실:2;현관:1;기타:2
,APT_FP_4c232a11_17434935,no_unit_with_entrance,17,
APT_FP_0c4fbc1d_17446927_u1,APT_FP_0c4fbc1d_17446927,missing_essential:주방,10,침실:3;드레스룸:1;실외기실:1;거실:1;발코니:1;화장실:2;현관:1
APT_FP_2ac9bd0c_17438514_u0,APT_FP_2ac9bd0c_17438514,missing_essential:화장실,9,침실:2;발코니:2;거실:1;주방:1;기타:2;현관:1
APT_FP_db3a8e05_17446927_u1,APT_FP_db3a8e05_17446927,missing_essential:주방,12,거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;실외기실:1;현관:1
,APT_FP_b71ca13f_17434935,no_unit_with_entrance,23,
APT_FP_22b69460_17446927_u3,APT_FP_22b69460_17446927,missing_essential:주방,12,실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1
APT_FP_2058b188_17446941_u3,APT_FP_2058b188_17446941,missing_essential:주방,10,화장실:2;침실:3;드레스룸:1;실외기실:1;거실:1;현관:1;발코니:1
,APT_FP_74dc1a6e_17441963,no_unit_with_entrance,15,
APT_FP_e99b2c9b_17446927_u1,APT_FP_e99b2c9b_17446927,missing_essential:주방,10,거실:1;화장실:2;침실:3;실외기실:1;현관:1;발코니:1;드레스룸:1
APT_FP_e99b2c9b_17446927_u2,APT_FP_e99b2c9b_17446927,missing_essential:주방,12,침실:3;현관:1;실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1
APT_FP_32fb953b_17446927_u0,APT_FP_32fb953b_17446927,missing_essential:주방,10,실외기실:1;거실:1;화장실:2;침실:3;현관:1;발코니:1;드레스룸:1
APT_FP_32fb953b_17446927_u3,APT_FP_32fb953b_17446927,missing_essential:주방,10,발코니:1;화장실:2;침실:3;거실:1;실외기실:1;드레스룸:1;현관:1
APT_FP_35006f37_17446927_u1,APT_FP_35006f37_17446927,missing_essential:주방,10,드레스룸:1;실외기실:1;거실:1;화장실:2;침실:3;현관:1;발코니:1
APT_FP_35006f37_17446927_u2,APT_FP_35006f37_17446927,missing_essential:주방,12,기타:2;침실:3;현관:1;실외기실:1;거실:1;발코니:1;화장실:2;드레스룸:1
APT_FP_35006f37_17446927_u3,APT_FP_35006f37_17446927,missing_essential:주방,10,침실:3;드레스룸:1;실외기실:1;거실:1;화장실:2;현관:1;발코니:1
APT_FP_4e980e23_17446927_u2,APT_FP_4e980e23_17446927,missing_essential:주방,12,기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1;실외기실:1;거실:1
,APT_FP_6889540b_17438514,no_unit_with_entrance,11,
APT_FP_b8561516_17434935_u0,APT_FP_b8561516_17434935,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
APT_FP_95b5a905_17434935_u2,APT_FP_95b5a905_17434935,missing_essential:주방,14,현관:1;침실:3;화장실:2;실외기실:1;발코니:3;거실:1;기타:1;드레스룸:2
APT_FP_077d0f36_17434935_u3,APT_FP_077d0f36_17434935,missing_essential:주방,14,실외기실:1;침실:3;발코니:3;현관:1;화장실:2;거실:1;드레스룸:2;기타:1
APT_FP_b5ec9ad9_17441963_u0,APT_FP_b5ec9ad9_17441963,missing_essential:주방,15,발코니:5;화장실:2;기타:2;현관:1;침실:3;실외기실:1;거실:1
,APT_FP_99a5e560_17434935,no_unit_with_entrance,24,
APT_FP_f13092b4_17434935_u0,APT_FP_f13092b4_17434935,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
APT_FP_81acb099_17446927_u2,APT_FP_81acb099_17446927,missing_essential:주방,12,기타:2;침실:3;현관:1;화장실:2;실외기실:1;거실:1;발코니:1;드레스룸:1
APT_FP_66d8e962_17446927_u0,APT_FP_66d8e962_17446927,missing_essential:주방,12,실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1
APT_FP_d7b113c2_17438514_u0,APT_FP_d7b113c2_17438514,missing_essential:주방,13,발코니:2;거실:1;침실:3;현관:1;기타:3;화장실:2;실외기실:1
APT_FP_08dd5fa4_17446927_u1,APT_FP_08dd5fa4_17446927,missing_essential:주방,10,드레스룸:1;실외기실:1;거실:1;화장실:2;침실:3;현관:1;발코니:1
APT_FP_08dd5fa4_17446927_u2,APT_FP_08dd5fa4_17446927,missing_essential:주방,12,기타:2;침실:3;현관:1;실외기실:1;거실:1;발코니:1;화장실:2;드레스룸:1
APT_FP_8fd50f61_17446941_u3,APT_FP_8fd50f61_17446941,missing_essential:주방,12,거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;실외기실:1;침실:3;현관:1
APT_FP_4e86a829_17446927_u3,APT_FP_4e86a829_17446927,missing_essential:주방,10,드레스룸:1;실외기실:1;거실:1;화장실:2;침실:3;현관:1;발코니:1
APT_FP_2370c0e7_17434935_u0,APT_FP_2370c0e7_17434935,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
