sheet_id,confidence,scale_mm_per_px,bedroom_med_m2
ROW_FP_4986040d_17441963,none,,
ROW_FP_4a821d6b_17441963,low,14.9939,15.1
ROW_FP_4e7243c9_17441963,low,1.9796,0.4
ROW_FP_4fd1bc6b_17441963,none,,
ROW_FP_501634c5_17441963,low,14.9939,16.3
ROW_FP_505181a6_17441963,none,,
ROW_FP_5179b6b6_17442034,low,2.3782,0.8
ROW_FP_51882057_17441963,none,,
ROW_FP_51b08ac4_17441977,none,,
ROW_FP_52823da2_17442034,low,1.3548,0.2
ROW_FP_55adcd15_17442034,none,,
ROW_FP_56bdb85a_17441963,low,1.7012,0.2
ROW_FP_5753534c_17441963,low,8.5755,6.2
ROW_FP_5c1eaced_17441963,none,,
ROW_FP_5c21ea11_17441963,none,,
ROW_FP_5d60116e_17441963,none,,
ROW_FP_5d64df6e_17441963,low,2.466,0.4
ROW_FP_5d7bf48e_17441963,none,,
ROW_FP_5e2293de_17442034,none,,
ROW_FP_61517260_17442034,none,,
ROW_FP_61af2fa2_17441977,none,,
ROW_FP_63b820a3_17441977,none,,
ROW_FP_645740cb_17442034,none,,
ROW_FP_65bd7b52_17442034,none,,
ROW_FP_68572c38_17442034,none,,
ROW_FP_6a427975_17442034,low,2.3848,0.8
ROW_FP_6be9caa6_17442034,none,,
ROW_FP_6c3e2652_17441963,none,,
ROW_FP_6c518911_17441963,none,,
ROW_FP_6c70ec56_17442034,none,,
ROW_FP_6c800691_17442034,none,,
ROW_FP_6cf2e13f_17441963,none,,
ROW_FP_6e0f8896_17442034,none,,
ROW_FP_6e724117_17441963,none,,
ROW_FP_6e891fec_17442034,none,,
ROW_FP_6f6e91c0_17441963,none,,
ROW_FP_7011aac3_17441977,none,,
ROW_FP_71522009_17442034,low,1.3534,0.4
ROW_FP_71b4aac8_17441977,low,1.9796,0.3
ROW_FP_71de82ef_17442034,none,,
ROW_FP_725f0745_17441963,none,,
ROW_FP_729f88cf_17441963,none,,
ROW_FP_72d20b12_17441963,none,,
ROW_FP_73b99f17_17441963,none,,
ROW_FP_7437709e_17441963,low,1.968,0.3
ROW_FP_7566d032_17441963,none,,
ROW_FP_7595641d_17441963,none,,
ROW_FP_796d2036_17441977,low,3.0353,0.5
ROW_FP_7975ae37_17441977,none,,
ROW_FP_7a860b05_17442034,none,,
ROW_FP_7bbb67a6_17441963,none,,
ROW_FP_7c6804d5_17441963,none,,
ROW_FP_7c785ae0_17441963,none,,
ROW_FP_7c9e57ab_17441963,low,2.1061,0.3
ROW_FP_7d53113d_17441963,low,2.0816,0.2
ROW_FP_7d97c8e8_17441963,low,2.9361,0.3
ROW_FP_7e00976d_17442034,none,,
ROW_FP_7eacca86_17442034,none,,
ROW_FP_7fe91dad_17441963,none,,
ROW_FP_8078edb9_17441963,none,,
ROW_FP_83cc303d_17442034,low,1.9515,1.1
ROW_FP_85a0564b_17441963,none,,
ROW_FP_861b5908_17442034,none,,
ROW_FP_869132fa_17441963,low,14.9685,16.1
ROW_FP_87cd4934_17441963,none,,
ROW_FP_880d0ff1_17441963,low,14.9939,16.0
ROW_FP_884b7913_17441977,none,,
ROW_FP_885560cc_17441963,low,2.543,0.5
ROW_FP_89e661c7_17441963,none,,
ROW_FP_8a46b820_17441963,none,,
ROW_FP_8a4a178b_17441963,none,,
ROW_FP_8a77679a_17442034,none,,
ROW_FP_8d38a248_17441963,none,,
ROW_FP_8dd06e50_17441963,none,,
ROW_FP_8fe97eb1_17441977,none,,
ROW_FP_91f42c91_17441963,none,,
ROW_FP_925a04c4_17441977,low,14.9794,14.0
ROW_FP_96bffabd_17441963,low,14.9431,16.2
ROW_FP_98245867_17442034,none,,
ROW_FP_99480cfd_17442034,none,,
ROW_FP_99fdfd48_17441963,low,3.2497,1.0
ROW_FP_9bd4bbb7_17442034,none,,
ROW_FP_a20f5bfb_17441963,low,1.9796,0.3
ROW_FP_a2e217b8_17442034,none,,
ROW_FP_a336d486_17442034,none,,
ROW_FP_a3ad14b6_17441963,low,1.968,0.4
ROW_FP_a458ec47_17441963,none,,
ROW_FP_a484b1bd_17441963,none,,
ROW_FP_a4ab23e8_17441963,none,,
ROW_FP_a5eef4bc_17441963,low,9.3168,5.3
ROW_FP_a74b4c74_17441963,none,,
ROW_FP_a751e23e_17442034,none,,
ROW_FP_a7594158_17441963,none,,
ROW_FP_a8b6133a_17441963,none,,
ROW_FP_a93c3c8c_17442034,none,,
ROW_FP_aa1d98a5_17441963,none,,
ROW_FP_aa48c687_17442034,none,,
ROW_FP_aa686e97_17441963,none,,
ROW_FP_aa792edf_17441963,low,14.9431,14.0
ROW_FP_aa797a50_17441963,none,,
ROW_FP_ad356a32_17441963,none,,
ROW_FP_ad980814_17442034,none,,
ROW_FP_ae5f96d8_17441977,none,,
ROW_FP_aed00146_17441977,low,2.6803,0.3
ROW_FP_af0309c0_17441963,none,,
ROW_FP_b01d0d2f_17441963,none,,
ROW_FP_b0465d93_17441963,none,,
ROW_FP_b13ee14b_17441963,none,,
ROW_FP_b1b0a936_17441963,low,1.9832,0.3
ROW_FP_b31d8fe3_17442034,none,,
ROW_FP_b34729b8_17442034,none,,
ROW_FP_b3e5b99f_17442034,low,1.9532,0.7
ROW_FP_b5bba501_17441963,none,,
ROW_FP_b5d893ef_17442034,none,,
ROW_FP_ba391827_17441963,none,,
ROW_FP_bb0ebc36_17442034,none,,
ROW_FP_bbc2c1cd_17441977,none,,
ROW_FP_bdc40bc4_17441977,none,,
ROW_FP_c02d1e3c_17442034,none,,
ROW_FP_c11fa8e0_17441963,low,14.9939,14.0
ROW_FP_c15c3bf6_17442034,none,,
ROW_FP_c17920aa_17442034,none,,
ROW_FP_c48d7ace_17441963,none,,
ROW_FP_c553f11b_17442034,none,,
ROW_FP_c5c218b3_17442034,none,,
ROW_FP_c6d9c241_17441963,none,,
ROW_FP_c70db2d5_17442034,none,,
ROW_FP_c868ebc4_17441977,none,,
ROW_FP_c8f12594_17441963,none,,
ROW_FP_ca786c2a_17441963,none,,
ROW_FP_cc51a8a1_17442034,low,1.3569,0.5
ROW_FP_cc7a69e9_17442034,none,,
ROW_FP_cd25be10_17441977,none,,
ROW_FP_cd315734_17441963,low,1.9949,0.4
ROW_FP_cdf469a7_17441963,none,,
ROW_FP_cea7b4c6_17441963,none,,
ROW_FP_d039e4fa_17441963,none,,
ROW_FP_d13e2d48_17441963,low,2.1932,0.2
ROW_FP_d151e49e_17442034,none,,
ROW_FP_d43cdaea_17441963,none,,
ROW_FP_d64591b3_17442034,none,,
ROW_FP_d8d161be_17441963,low,15.8769,11.2
ROW_FP_da07252a_17441977,none,,
ROW_FP_da3dda4d_17441963,none,,
ROW_FP_da68baba_17442034,low,1.6929,0.8
ROW_FP_daa5dead_17441963,none,,
ROW_FP_db43a0bd_17442034,none,,
ROW_FP_db985acc_17441963,low,11.7489,8.5
ROW_FP_dbb558a5_17441963,low,1.9785,0.4
ROW_FP_ddf56185_17442034,none,,
ROW_FP_de0a5557_17441963,low,15.0304,14.2
ROW_FP_de5eb0c0_17442034,none,,
ROW_FP_deeb8327_17441963,low,2.6803,0.3
ROW_FP_df4a5574_17441963,none,,
ROW_FP_e48d1432_17442034,none,,
ROW_FP_e5336fdf_17441963,low,2.0999,0.4
ROW_FP_e53967c0_17442034,none,,
ROW_FP_e56dda6a_17441963,low,7.5,2.8
ROW_FP_e5e5a1dc_17442034,none,,
ROW_FP_e717e082_17442034,none,,
ROW_FP_e91a4778_17441963,low,1.8409,0.1
ROW_FP_e9c2cd70_17442034,none,,
ROW_FP_ea05d9c2_17442034,none,,
ROW_FP_ea0f4c9a_17441963,low,1.968,0.4
ROW_FP_ec3d4bc7_17442034,none,,
ROW_FP_eca60be7_17441963,none,,
ROW_FP_ed262f7d_17442034,none,,
ROW_FP_edfb2dc5_17442034,none,,
ROW_FP_eea6ce21_17442034,low,1.9506,1.1
ROW_FP_ef3e6006_17442034,none,,
ROW_FP_ef861357_17442034,none,,
ROW_FP_f0ec7ed1_17441963,none,,
ROW_FP_f12cacfd_17442034,none,,
ROW_FP_f19b46d7_17442034,none,,
ROW_FP_f21f15b6_17441963,none,,
ROW_FP_f38170b2_17441963,low,11.7489,8.5
ROW_FP_f3c05c69_17442034,none,,
ROW_FP_f48c589b_17441963,low,8.3549,6.4
ROW_FP_f53381fa_17441963,none,,
ROW_FP_f56aa9dd_17441977,none,,
ROW_FP_f8347163_17441963,none,,
ROW_FP_f8ac9a52_17441963,low,2.543,0.5
ROW_FP_f8ecb5ad_17441977,none,,
ROW_FP_f928a3de_17442034,none,,
ROW_FP_f969b54d_17441963,low,1.9796,0.3
ROW_FP_fa0f488f_17441977,none,,
ROW_FP_fae5e24c_17442034,none,,
ROW_FP_fb59a9ca_17442034,none,,
ROW_FP_fbae0d93_17441963,none,,
ROW_FP_fc5d2476_17441963,none,,
ROW_FP_fcc1726d_17442034,none,,
ROW_FP_fe0afda5_17442034,none,,
